CURSO,TURNO,CAMPUS,ANO,SEM,QUANTIDADE,CATEGORIA_TURNO,ANO_STR,DATA,SIGLA_CURSO
03A-ARTES,INTEGRAL,JUIZ DE FORA,1981,2,1,OUTRO,Ano-1981,1981-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1982,2,1,OUTRO,Ano-1982,1982-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1983,1,1,OUTRO,Ano-1983,1983-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1983,2,3,OUTRO,Ano-1983,1983-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1985,1,2,OUTRO,Ano-1985,1985-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1985,2,2,OUTRO,Ano-1985,1985-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1986,1,4,OUTRO,Ano-1986,1986-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1986,2,1,OUTRO,Ano-1986,1986-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1987,1,1,OUTRO,Ano-1987,1987-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1988,1,498,OUTRO,Ano-1988,1988-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1989,1,3,OUTRO,Ano-1989,1989-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1990,1,3,OUTRO,Ano-1990,1990-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1990,2,1,OUTRO,Ano-1990,1990-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1992,1,1,OUTRO,Ano-1992,1992-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1992,2,2,OUTRO,Ano-1992,1992-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1993,1,2,OUTRO,Ano-1993,1993-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1993,2,2,OUTRO,Ano-1993,1993-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1994,1,4,OUTRO,Ano-1994,1994-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1994,2,5,OUTRO,Ano-1994,1994-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1995,1,2,OUTRO,Ano-1995,1995-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1995,2,6,OUTRO,Ano-1995,1995-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1996,1,7,OUTRO,Ano-1996,1996-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1996,2,9,OUTRO,Ano-1996,1996-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1997,1,16,OUTRO,Ano-1997,1997-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1997,2,2,OUTRO,Ano-1997,1997-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1998,1,11,OUTRO,Ano-1998,1998-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1998,2,17,OUTRO,Ano-1998,1998-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,1999,1,28,OUTRO,Ano-1999,1999-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2000,1,61,OUTRO,Ano-2000,2000-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2001,1,19,OUTRO,Ano-2001,2001-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2002,1,23,OUTRO,Ano-2002,2002-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2003,1,30,OUTRO,Ano-2003,2003-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2004,1,33,OUTRO,Ano-2004,2004-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2004,2,11,OUTRO,Ano-2004,2004-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2005,1,38,OUTRO,Ano-2005,2005-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2005,2,1,OUTRO,Ano-2005,2005-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2006,1,34,OUTRO,Ano-2006,2006-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2006,2,1,OUTRO,Ano-2006,2006-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2007,1,31,OUTRO,Ano-2007,2007-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2007,2,1,OUTRO,Ano-2007,2007-07-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2008,1,31,OUTRO,Ano-2008,2008-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2011,1,1,OUTRO,Ano-2011,2011-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2016,1,1,OUTRO,Ano-2016,2016-01-01,03A
03A-ARTES,INTEGRAL,JUIZ DE FORA,2016,2,1,OUTRO,Ano-2016,2016-07-01,03A
03B-ARTES,INTEGRAL,JUIZ DE FORA,2016,1,1,OUTRO,Ano-2016,2016-01-01,03B
03B-ARTES,INTEGRAL,JUIZ DE FORA,2017,1,1,OUTRO,Ano-2017,2017-01-01,03B
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2012,2,51,OUTRO,Ano-2012,2012-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2013,1,50,OUTRO,Ano-2013,2013-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2013,2,1,OUTRO,Ano-2013,2013-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2014,1,161,OUTRO,Ano-2014,2014-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2014,2,28,OUTRO,Ano-2014,2014-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2015,1,22,OUTRO,Ano-2015,2015-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2015,2,32,OUTRO,Ano-2015,2015-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2016,1,45,OUTRO,Ano-2016,2016-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2016,2,20,OUTRO,Ano-2016,2016-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2017,1,48,OUTRO,Ano-2017,2017-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2017,2,38,OUTRO,Ano-2017,2017-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2018,1,35,OUTRO,Ano-2018,2018-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2018,2,31,OUTRO,Ano-2018,2018-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2019,1,52,OUTRO,Ano-2019,2019-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2019,2,28,OUTRO,Ano-2019,2019-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2020,1,44,OUTRO,Ano-2020,2020-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2020,2,24,OUTRO,Ano-2020,2020-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2021,1,40,OUTRO,Ano-2021,2021-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2021,2,13,OUTRO,Ano-2021,2021-07-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2022,1,19,OUTRO,Ano-2022,2022-01-01,03GV
03GV-CIÊNCIAS ECONÔMICAS,INTEGRAL,GOVERNADOR VALADARES,2022,2,2,OUTRO,Ano-2022,2022-07-01,03GV
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1982,2,2,OUTRO,Ano-1982,1982-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1983,1,2,OUTRO,Ano-1983,1983-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1983,2,1,OUTRO,Ano-1983,1983-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1984,2,1,OUTRO,Ano-1984,1984-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1985,2,3,OUTRO,Ano-1985,1985-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1986,1,1,OUTRO,Ano-1986,1986-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1986,2,2,OUTRO,Ano-1986,1986-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1987,1,5,OUTRO,Ano-1987,1987-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1987,2,2,OUTRO,Ano-1987,1987-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1988,1,1047,OUTRO,Ano-1988,1988-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1988,2,3,OUTRO,Ano-1988,1988-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1989,1,1,OUTRO,Ano-1989,1989-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1989,2,3,OUTRO,Ano-1989,1989-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1990,1,4,OUTRO,Ano-1990,1990-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1990,2,2,OUTRO,Ano-1990,1990-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1991,1,1,OUTRO,Ano-1991,1991-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1991,2,4,OUTRO,Ano-1991,1991-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1992,1,4,OUTRO,Ano-1992,1992-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1992,2,3,OUTRO,Ano-1992,1992-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1993,1,8,OUTRO,Ano-1993,1993-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1994,1,4,OUTRO,Ano-1994,1994-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1994,2,3,OUTRO,Ano-1994,1994-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1995,1,11,OUTRO,Ano-1995,1995-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1995,2,8,OUTRO,Ano-1995,1995-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1996,1,5,OUTRO,Ano-1996,1996-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1996,2,12,OUTRO,Ano-1996,1996-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1997,1,9,OUTRO,Ano-1997,1997-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1997,2,38,OUTRO,Ano-1997,1997-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1998,1,41,OUTRO,Ano-1998,1998-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1998,2,23,OUTRO,Ano-1998,1998-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1999,1,46,OUTRO,Ano-1999,1999-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,1999,2,11,OUTRO,Ano-1999,1999-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2000,1,77,OUTRO,Ano-2000,2000-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2000,2,15,OUTRO,Ano-2000,2000-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2001,1,47,OUTRO,Ano-2001,2001-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2001,2,46,OUTRO,Ano-2001,2001-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2002,1,36,OUTRO,Ano-2002,2002-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2002,2,38,OUTRO,Ano-2002,2002-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2003,1,52,OUTRO,Ano-2003,2003-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2003,2,55,OUTRO,Ano-2003,2003-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2004,1,101,OUTRO,Ano-2004,2004-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2004,2,90,OUTRO,Ano-2004,2004-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2005,1,81,OUTRO,Ano-2005,2005-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2005,2,52,OUTRO,Ano-2005,2005-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2006,1,57,OUTRO,Ano-2006,2006-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2006,2,55,OUTRO,Ano-2006,2006-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2007,1,50,OUTRO,Ano-2007,2007-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2007,2,54,OUTRO,Ano-2007,2007-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2008,1,54,OUTRO,Ano-2008,2008-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2008,2,51,OUTRO,Ano-2008,2008-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2009,1,52,OUTRO,Ano-2009,2009-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2009,2,50,OUTRO,Ano-2009,2009-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2010,1,52,OUTRO,Ano-2010,2010-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2010,2,51,OUTRO,Ano-2010,2010-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2011,1,50,OUTRO,Ano-2011,2011-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2011,2,64,OUTRO,Ano-2011,2011-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2012,1,51,OUTRO,Ano-2012,2012-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2012,2,57,OUTRO,Ano-2012,2012-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2013,1,67,OUTRO,Ano-2013,2013-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2013,2,45,OUTRO,Ano-2013,2013-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2014,1,70,OUTRO,Ano-2014,2014-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2014,2,51,OUTRO,Ano-2014,2014-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2015,1,48,OUTRO,Ano-2015,2015-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2015,2,58,OUTRO,Ano-2015,2015-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2016,1,57,OUTRO,Ano-2016,2016-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2016,2,55,OUTRO,Ano-2016,2016-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2017,1,55,OUTRO,Ano-2017,2017-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2017,2,46,OUTRO,Ano-2017,2017-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2018,1,48,OUTRO,Ano-2018,2018-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2018,2,46,OUTRO,Ano-2018,2018-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2019,1,50,OUTRO,Ano-2019,2019-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2019,2,50,OUTRO,Ano-2019,2019-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2020,1,52,OUTRO,Ano-2020,2020-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2020,2,48,OUTRO,Ano-2020,2020-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2021,1,47,OUTRO,Ano-2021,2021-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2021,2,48,OUTRO,Ano-2021,2021-07-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2022,1,47,OUTRO,Ano-2022,2022-01-01,04A
04A-DIREITO,INTEGRAL,JUIZ DE FORA,2022,2,46,OUTRO,Ano-2022,2022-07-01,04A
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2009,1,1,OUTRO,Ano-2009,2009-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2012,2,50,OUTRO,Ano-2012,2012-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2013,1,46,OUTRO,Ano-2013,2013-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2013,2,54,OUTRO,Ano-2013,2013-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2014,1,93,OUTRO,Ano-2014,2014-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2014,2,80,OUTRO,Ano-2014,2014-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2015,1,71,OUTRO,Ano-2015,2015-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2015,2,46,OUTRO,Ano-2015,2015-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2016,1,56,OUTRO,Ano-2016,2016-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2016,2,55,OUTRO,Ano-2016,2016-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2017,1,61,OUTRO,Ano-2017,2017-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2017,2,45,OUTRO,Ano-2017,2017-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2018,1,43,OUTRO,Ano-2018,2018-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2018,2,49,OUTRO,Ano-2018,2018-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2019,1,56,OUTRO,Ano-2019,2019-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2019,2,45,OUTRO,Ano-2019,2019-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2020,1,57,OUTRO,Ano-2020,2020-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2020,2,43,OUTRO,Ano-2020,2020-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2021,1,49,OUTRO,Ano-2021,2021-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2021,2,49,OUTRO,Ano-2021,2021-07-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2022,1,42,OUTRO,Ano-2022,2022-01-01,04GV
04GV-DIREITO,INTEGRAL,GOVERNADOR VALADARES,2022,2,44,OUTRO,Ano-2022,2022-07-01,04GV
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1980,1,1,OUTRO,Ano-1980,1980-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1980,2,1,OUTRO,Ano-1980,1980-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1981,1,1,OUTRO,Ano-1981,1981-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1983,1,1,OUTRO,Ano-1983,1983-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1983,2,1,OUTRO,Ano-1983,1983-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1984,2,1,OUTRO,Ano-1984,1984-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1985,2,1,OUTRO,Ano-1985,1985-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1986,2,2,OUTRO,Ano-1986,1986-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1987,1,3,OUTRO,Ano-1987,1987-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1987,2,3,OUTRO,Ano-1987,1987-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1988,1,690,OUTRO,Ano-1988,1988-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1988,2,3,OUTRO,Ano-1988,1988-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1989,1,3,OUTRO,Ano-1989,1989-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1989,2,1,OUTRO,Ano-1989,1989-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1990,1,3,OUTRO,Ano-1990,1990-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1990,2,1,OUTRO,Ano-1990,1990-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1991,1,5,OUTRO,Ano-1991,1991-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1992,1,2,OUTRO,Ano-1992,1992-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1992,2,2,OUTRO,Ano-1992,1992-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1993,1,3,OUTRO,Ano-1993,1993-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1993,2,3,OUTRO,Ano-1993,1993-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1994,1,3,OUTRO,Ano-1994,1994-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1994,2,2,OUTRO,Ano-1994,1994-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1995,1,4,OUTRO,Ano-1995,1995-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1995,2,7,OUTRO,Ano-1995,1995-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1996,1,3,OUTRO,Ano-1996,1996-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1996,2,5,OUTRO,Ano-1996,1996-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1997,1,7,OUTRO,Ano-1997,1997-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1997,2,15,OUTRO,Ano-1997,1997-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1998,1,11,OUTRO,Ano-1998,1998-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1998,2,15,OUTRO,Ano-1998,1998-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1999,1,22,OUTRO,Ano-1999,1999-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,1999,2,65,OUTRO,Ano-1999,1999-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2000,1,19,OUTRO,Ano-2000,2000-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2000,2,14,OUTRO,Ano-2000,2000-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2001,1,10,OUTRO,Ano-2001,2001-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2001,2,22,OUTRO,Ano-2001,2001-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2002,1,37,OUTRO,Ano-2002,2002-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2003,1,47,OUTRO,Ano-2003,2003-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2004,1,55,OUTRO,Ano-2004,2004-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2004,2,19,OUTRO,Ano-2004,2004-07-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2005,1,51,OUTRO,Ano-2005,2005-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2006,1,54,OUTRO,Ano-2006,2006-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2007,1,40,OUTRO,Ano-2007,2007-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2008,1,43,OUTRO,Ano-2008,2008-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2009,1,45,OUTRO,Ano-2009,2009-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2010,1,42,OUTRO,Ano-2010,2010-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2011,1,41,OUTRO,Ano-2011,2011-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2012,1,54,OUTRO,Ano-2012,2012-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2013,1,54,OUTRO,Ano-2013,2013-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2014,1,88,OUTRO,Ano-2014,2014-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2015,1,50,OUTRO,Ano-2015,2015-01-01,05A
05A-CIÊNCIAS ECONÔMICAS,INTEGRAL,JUIZ DE FORA,2016,1,46,OUTRO,Ano-2016,2016-01-01,05A
